VendorID,lpep_pickup_datetime,lpep_dropoff_datetime,store_and_fwd_flag,RatecodeID,PULocationID,DOLocationID,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,ehail_fee,improvement_surcharge,total_amount,payment_type,trip_type,congestion_surcharge
2,2024-05-01 12:16:25,2024-05-01 12:30:31,N,1.0,42,75,1.0,3.34,17.7,0.0,0.5,4.8,0.0,,1.0,24.0,1.0,1.0,0.0
2,2024-05-01 12:07:53,2024-05-01 12:17:03,N,1.0,41,75,1.0,0.49,9.3,0.0,0.5,0.0,0.0,,1.0,10.8,2.0,1.0,0.0
2,2024-05-01 12:04:30,2024-05-01 12:29:13,N,1.0,75,237,2.0,2.62,21.9,0.0,0.5,0.0,0.0,,1.0,26.15,2.0,1.0,2.75
2,2024-05-01 12:23:19,2024-05-01 12:39:50,N,5.0,167,94,1.0,2.52,14.0,0.0,0.0,0.0,0.0,,1.0,15.0,2.0,2.0,0.0
2,2024-05-01 12:21:50,2024-05-01 12:35:16,N,1.0,41,152,1.0,1.6,12.8,0.0,0.5,0.0,0.0,,1.0,14.3,1.0,1.0,0.0
2,2024-05-01 12:45:41,2024-05-01 12:56:12,N,1.0,166,116,1.0,1.92,12.1,0.0,0.5,1.0,0.0,,1.0,14.6,1.0,1.0,0.0
2,2024-05-01 12:24:04,2024-05-01 12:56:08,N,1.0,244,236,1.0,6.59,36.6,0.0,0.5,8.17,0.0,,1.0,49.02,1.0,1.0,2.75
2,2024-05-01 12:40:26,2024-05-01 13:01:04,N,1.0,75,142,1.0,2.56,19.8,0.0,0.5,6.01,0.0,,1.0,30.06,1.0,1.0,2.75
2,2024-05-01 12:27:47,2024-05-02 12:03:23,N,1.0,82,82,1.0,12.19,66.7,0.0,0.5,0.0,0.0,,1.0,68.2,2.0,1.0,0.0
2,2024-05-01 12:26:53,2024-05-01 13:01:57,N,1.0,43,237,1.0,2.78,29.6,0.0,0.5,0.0,0.0,,1.0,33.85,2.0,1.0,2.75
2,2024-05-01 12:12:24,2024-05-01 12:17:28,N,1.0,41,42,1.0,0.9,7.2,0.0,0.5,1.74,0.0,,1.0,10.44,1.0,1.0,0.0
2,2024-05-01 12:25:48,2024-05-01 12:46:03,N,1.0,32,182,1.0,2.5,19.1,0.0,0.5,0.0,0.0,,1.0,20.6,2.0,1.0,0.0
2,2024-05-01 12:30:15,2024-05-01 12:42:16,N,1.0,74,166,1.0,0.0,10.7,0.0,0.5,2.44,0.0,,1.0,14.64,1.0,1.0,0.0
2,2024-05-01 12:56:15,2024-05-01 13:08:52,N,1.0,74,43,1.0,2.26,14.2,0.0,0.5,3.92,0.0,,1.0,19.62,1.0,1.0,0.0
2,2024-05-01 12:10:53,2024-05-01 12:37:41,N,1.0,42,244,1.0,2.52,19.1,0.0,0.5,2.2,0.0,,1.0,22.8,1.0,1.0,0.0
2,2024-05-01 12:46:50,2024-05-01 13:00:30,N,1.0,95,121,1.0,2.36,14.9,0.0,0.5,3.28,0.0,,1.0,19.68,1.0,1.0,0.0
2,2024-05-01 12:36:47,2024-05-01 13:03:11,N,1.0,75,263,1.0,1.9,23.3,0.0,0.5,0.0,0.0,,1.0,27.55,2.0,1.0,2.75
2,2024-05-01 12:20:07,2024-05-01 12:24:38,N,1.0,244,116,1.0,0.8,7.2,0.0,0.5,0.0,0.0,,1.0,8.7,2.0,1.0,0.0
2,2024-05-01 12:21:02,2024-05-01 12:49:13,N,1.0,226,95,5.0,6.27,30.3,0.0,0.5,0.0,0.0,,1.0,31.8,2.0,1.0,0.0
2,2024-05-01 12:23:15,2024-05-01 12:39:12,N,1.0,43,137,6.0,4.47,21.2,0.0,0.5,0.0,0.0,,1.0,25.45,2.0,1.0,2.75
2,2024-05-01 12:27:00,2024-05-01 12:35:21,N,1.0,74,41,1.0,0.0,8.6,0.0,0.5,2.02,0.0,,1.0,12.12,1.0,1.0,0.0
2,2024-05-01 12:52:43,2024-05-01 13:16:23,N,1.0,42,60,1.0,0.95,20.5,0.0,0.5,0.0,0.0,,1.0,22.0,2.0,1.0,0.0
2,2024-05-01 13:19:50,2024-05-01 13:31:14,N,1.0,129,173,1.0,1.69,12.8,0.0,0.5,3.58,0.0,,1.0,17.88,1.0,1.0,0.0
2,2024-05-01 13:00:59,2024-05-01 13:13:55,N,1.0,97,189,1.0,0.91,12.1,0.0,0.5,3.4,0.0,,1.0,17.0,1.0,1.0,0.0
2,2024-05-01 13:29:57,2024-05-01 13:48:57,N,1.0,65,225,1.0,2.75,18.4,0.0,0.5,4.98,0.0,,1.0,24.88,1.0,1.0,0.0
